date,open,high,low,close,adj_close,volume
2020-11-05,0.074594,0.082116,0.073703,0.080175,0.080175,180475299
2020-11-06,0.080168,0.085136,0.080165,0.083874,0.083874,197958333
2020-11-07,0.083874,0.085945,0.078584,0.079614,0.079614,207531867
2020-11-08,0.079614,0.082766,0.078883,0.081538,0.081538,137449751
2020-11-09,0.081540,0.082062,0.078255,0.079677,0.079677,151868375
2020-11-10,0.079687,0.082188,0.079318,0.079828,0.079828,151230471
2020-11-11,0.079827,0.082051,0.079692,0.080692,0.080692,142374410
2020-11-12,0.080689,0.080882,0.079326,0.080666,0.080666,135597876
2020-11-13,0.080663,0.082386,0.080020,0.082318,0.082318,141302911
2020-11-14,0.082318,0.084058,0.081032,0.081158,0.081158,171038961
2020-11-15,0.081158,0.082184,0.079229,0.080294,0.080294,130851376
2020-11-16,0.080294,0.082303,0.079588,0.081896,0.081896,144088171
2020-11-17,0.083962,0.087811,0.083461,0.086075,0.086075,234814750
2020-11-18,0.086072,0.086526,0.081960,0.083615,0.083615,200409056
2020-11-19,0.083616,0.085657,0.081631,0.083906,0.083906,159838550
2020-11-20,0.083908,0.088310,0.083775,0.088307,0.088307,177052672
2020-11-21,0.088307,0.108930,0.088307,0.108405,0.108405,646627498
2020-11-22,0.108405,0.113919,0.097502,0.103526,0.103526,689900728
2020-11-23,0.103526,0.131100,0.101743,0.130599,0.130599,881252331
2020-11-24,0.130651,0.196500,0.130651,0.195480,0.195480,3759466315
2020-11-25,0.195058,0.229780,0.183562,0.195202,0.195202,3400050501
2020-11-26,0.194962,0.204134,0.147946,0.167548,0.167548,2426960775
2020-11-27,0.167805,0.206409,0.163880,0.206409,0.206409,2262645472
2020-11-28,0.206660,0.219057,0.196406,0.200203,0.200203,2016734578
2020-11-29,0.200298,0.202338,0.189708,0.194224,0.194224,987586583
2020-11-30,0.194195,0.204532,0.189645,0.202093,0.202093,1061790831
2020-12-01,0.202160,0.203534,0.177947,0.184425,0.184425,917146767
2020-12-02,0.184473,0.187982,0.178353,0.185151,0.185151,588076706
2020-12-03,0.185249,0.189407,0.180338,0.184304,0.184304,489435452
2020-12-04,0.184328,0.188008,0.160720,0.162855,0.162855,575389419
2020-12-05,0.162703,0.175897,0.160525,0.171718,0.171718,428643561
2020-12-06,0.171730,0.179620,0.168093,0.175630,0.175630,410343063
2020-12-07,0.175632,0.175955,0.165773,0.168460,0.168460,317729160
2020-12-08,0.168471,0.168471,0.150182,0.152803,0.152803,432945452
2020-12-09,0.152774,0.173848,0.140441,0.172224,0.172224,935284783
2020-12-10,0.172295,0.176810,0.161102,0.161102,0.161102,770957773
2020-12-11,0.161112,0.164297,0.151180,0.151180,0.151180,608768064
2020-12-12,0.151131,0.164039,0.150714,0.158950,0.158950,509594961
2020-12-13,0.158959,0.179206,0.155900,0.174852,0.174852,689055367
2020-12-14,0.175201,0.178075,0.166990,0.169762,0.169762,522592210
2020-12-15,0.169788,0.176260,0.165491,0.166557,0.166557,469193894
2020-12-16,0.166502,0.191815,0.159912,0.191401,0.191401,1059791080
2020-12-17,0.191270,0.206463,0.180859,0.185935,0.185935,1664078484
2020-12-18,0.185971,0.188986,0.177644,0.185127,0.185127,822786727
2020-12-19,0.185072,0.187856,0.180467,0.181837,0.181837,483210984
2020-12-20,0.181832,0.181987,0.175738,0.176979,0.176979,459139596
